wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,1349,14.72,9.18
2,50,50,0,0,0.00,1349,14.98,9.70
3,50,50,0,0,0.00,1290,13.68,8.54
4,50,50,0,0,0.00,1375,15.32,9.70
5,50,50,0,0,0.00,1297,14.20,8.68
