wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,1378,15.28,10.34
2,50,50,0,0,0.00,1308,13.88,8.94
3,50,50,0,0,0.00,1276,13.84,8.92
4,50,50,0,0,0.00,1302,14.02,8.34
5,50,50,0,0,0.00,1388,16.02,10.56
