wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,1402,15.00,11.48
2,50,50,0,0,0.00,1366,15.48,9.50
3,50,50,0,0,0.00,1385,15.62,9.32
4,50,50,0,0,0.00,1305,13.88,9.28
5,50,50,0,0,0.00,1278,13.60,8.78
