wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,1327,14.06,9.84
2,50,50,0,0,0.00,1319,14.52,8.98
3,50,50,0,0,0.00,1307,14.08,9.48
4,50,50,0,0,0.00,1308,14.26,9.02
5,50,50,0,0,0.00,1325,14.58,9.06
