wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,0,50,0,100.00,1747,17.48,23.44
2,50,0,50,0,100.00,1589,14.68,19.58
3,50,0,50,0,100.00,1593,14.40,19.96
4,50,0,50,0,100.00,1556,14.36,18.56
5,50,0,50,0,100.00,1560,13.94,18.88
