wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,1609,20.58,14.48
2,50,50,0,0,0.00,1309,14.00,9.00
3,50,50,0,0,0.00,1308,13.96,8.40
4,50,50,0,0,0.00,1278,13.46,8.48
5,50,50,0,0,0.00,1318,14.54,10.72
