wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,6152,14.94,110.84
2,50,50,0,0,0.00,6436,14.56,116.60
3,50,50,0,0,0.00,6144,14.82,111.12
4,50,50,0,0,0.00,6215,14.40,111.98
5,50,50,0,0,0.00,6138,14.10,110.92
