wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,0,50,0,100.00,1351,15.20,10.98
2,50,0,50,0,100.00,1284,13.76,10.38
3,50,0,50,0,100.00,1259,13.04,8.30
4,50,0,50,0,100.00,1403,16.44,11.56
5,50,0,50,0,100.00,1244,13.12,8.18
