wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,1314,13.78,9.46
2,50,50,0,0,0.00,1284,13.76,8.64
3,50,50,0,0,0.00,1421,16.62,13.00
4,50,50,0,0,0.00,1772,23.54,12.22
5,50,50,0,0,0.00,1453,17.58,11.18
