wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,1364,15.08,10.04
2,50,50,0,0,0.00,1400,15.74,9.86
3,50,50,0,0,0.00,1363,15.08,9.24
4,50,50,0,0,0.00,1315,14.42,9.78
5,50,50,0,0,0.00,1411,15.70,11.36
