wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,1315,14.30,9.32
2,50,50,0,0,0.00,1341,14.60,10.42
3,50,50,0,0,0.00,1296,13.94,9.00
4,50,50,0,0,0.00,1355,14.78,9.38
5,50,50,0,0,0.00,1286,13.74,8.54
