wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,0,50,0,100.00,12455,235.12,236.78
2,50,0,50,0,100.00,12943,160.32,246.74
3,50,0,50,0,100.00,7144,130.70,125.78
4,50,0,50,0,100.00,9510,178.32,175.70
5,50,0,50,0,100.00,9775,120.28,183.64
