wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,1341,14.40,9.06
2,50,50,0,0,0.00,1296,14.48,9.28
3,50,50,0,0,0.00,1316,14.24,8.46
4,50,50,0,0,0.00,1331,14.64,9.04
5,50,50,0,0,0.00,1306,13.92,9.34
