wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,0,50,0,100.00,13208,251.98,247.30
2,50,0,50,0,100.00,9569,129.86,179.60
3,50,0,50,0,100.00,8939,166.98,158.82
4,50,0,50,0,100.00,8389,155.92,155.98
5,50,0,50,0,100.00,10089,147.28,189.64
