wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,1481,17.36,12.36
2,50,50,0,0,0.00,1317,14.16,8.86
3,50,50,0,0,0.00,1314,14.16,8.64
4,50,50,0,0,0.00,1292,13.78,9.14
5,50,50,0,0,0.00,1283,13.80,8.70
