wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,1377,15.62,12.42
2,50,50,0,0,0.00,1278,13.42,8.04
3,50,50,0,0,0.00,1268,13.46,8.58
4,50,50,0,0,0.00,1262,13.20,9.56
5,50,50,0,0,0.00,1264,13.32,8.06
