wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,15125,260.70,290.28
2,50,50,0,0,0.00,13562,259.24,181.36
3,50,50,0,0,0.00,13836,264.64,173.82
4,50,50,0,0,0.00,13986,267.54,172.94
5,50,50,0,0,0.00,13980,267.66,173.80
