wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,1335,14.56,9.62
2,50,50,0,0,0.00,1336,14.62,8.94
3,50,50,0,0,0.00,1302,14.22,9.06
4,50,50,0,0,0.00,1304,14.32,8.94
5,50,50,0,0,0.00,1274,13.92,8.92
