wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,0,50,0,100.00,11494,202.20,217.70
2,50,0,50,0,100.00,8403,143.58,156.00
3,50,0,50,0,100.00,9121,151.30,170.72
4,50,0,50,0,100.00,1023,8.54,7.16
5,50,0,50,0,100.00,1003,7.08,8.00
