wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,0,50,0,100.00,6282,15.50,112.88
2,50,0,50,0,100.00,6226,14.50,112.56
3,50,0,50,0,100.00,6194,14.86,111.66
4,50,0,50,0,100.00,6244,14.86,112.66
5,50,0,50,0,100.00,6139,14.46,110.68
