wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,0,50,0,100.00,1359,15.00,14.12
2,50,0,50,0,100.00,1318,13.72,8.94
3,50,0,50,0,100.00,1302,14.00,8.76
4,50,0,50,0,100.00,1282,13.28,9.04
5,50,0,50,0,100.00,1374,15.62,11.68
