wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,0,50,0,100.00,6988,17.58,127.66
2,50,0,50,0,100.00,1312,14.26,10.48
3,50,0,50,0,100.00,1336,14.56,10.24
4,50,0,50,0,100.00,1311,14.36,10.12
5,50,0,50,0,100.00,1303,14.34,9.94
