wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,1298,13.98,9.02
2,50,50,0,0,0.00,1348,15.40,9.68
3,50,50,0,0,0.00,1280,13.94,8.66
4,50,50,0,0,0.00,1287,14.02,9.22
5,50,50,0,0,0.00,1333,14.94,10.54
