wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,29016,274.20,568.20
2,50,50,0,0,0.00,14397,229.50,275.54
3,50,50,0,0,0.00,11535,142.28,218.66
4,50,50,0,0,0.00,11548,184.20,219.18
5,50,50,0,0,0.00,10945,179.42,207.08
