wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,1294,13.96,8.94
2,50,50,0,0,0.00,1370,15.40,11.16
3,50,50,0,0,0.00,1310,14.22,8.76
4,50,50,0,0,0.00,1292,13.12,9.24
5,50,50,0,0,0.00,1277,13.86,9.00
