wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,1337,14.62,9.58
2,50,50,0,0,0.00,1308,14.36,9.38
3,50,50,0,0,0.00,1302,14.08,8.64
4,50,50,0,0,0.00,1584,19.16,15.28
5,50,50,0,0,0.00,1285,13.78,8.80
