wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,0,50,0,100.00,1396,15.00,13.10
2,50,0,50,0,100.00,1273,13.46,10.72
3,50,0,50,0,100.00,1249,13.04,9.22
4,50,0,50,0,100.00,1268,13.34,11.18
5,50,0,50,0,100.00,1284,14.04,9.78
