wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,1504,17.72,13.60
2,50,50,0,0,0.00,1440,16.76,10.54
3,50,50,0,0,0.00,1346,15.20,9.26
4,50,50,0,0,0.00,1440,16.74,12.60
5,50,50,0,0,0.00,1307,14.36,9.64
