wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,0,50,0,100.00,6989,18.88,127.38
2,50,0,50,0,100.00,1439,16.36,14.60
3,50,0,50,0,100.00,1370,15.18,11.84
4,50,0,50,0,100.00,1458,16.82,13.02
5,50,0,50,0,100.00,1401,15.82,11.82
