wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,1333,14.68,9.56
2,50,50,0,0,0.00,1408,16.30,12.58
3,50,50,0,0,0.00,1279,13.82,8.58
4,50,50,0,0,0.00,1326,14.52,9.38
5,50,50,0,0,0.00,1286,13.52,8.56
