wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,22,28,0,56.00,1398,15.22,10.28
2,50,27,23,0,46.00,1340,15.10,9.26
3,50,26,24,0,48.00,1794,23.86,18.74
4,50,18,32,0,64.00,1320,14.72,9.24
5,50,28,22,0,44.00,1334,14.68,10.02
