wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,0,50,0,100.00,1288,13.58,11.76
2,50,0,50,0,100.00,1299,14.12,12.04
3,50,0,50,0,100.00,1282,13.32,10.64
4,50,0,50,0,100.00,1251,13.24,9.94
5,50,0,50,0,100.00,1252,12.98,9.42
