wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,100,0,100,0,100.00,2284,20.20,111.65
2,100,0,100,0,100.00,2258,20.05,111.45
3,100,0,100,0,100.00,2258,20.25,111.55
4,100,0,100,0,100.00,2257,20.15,111.25
5,100,0,100,0,100.00,2238,21.80,110.40
