wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,1315,14.02,9.52
2,50,50,0,0,0.00,1354,15.00,9.54
3,50,50,0,0,0.00,1302,13.80,8.98
4,50,50,0,0,0.00,1297,14.10,8.96
5,50,50,0,0,0.00,1335,14.46,9.16
