wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,1309,13.96,8.90
2,50,50,0,0,0.00,1334,14.74,8.64
3,50,50,0,0,0.00,1298,14.26,9.42
4,50,50,0,0,0.00,1364,15.12,8.40
5,50,50,0,0,0.00,1299,13.88,9.28
