wave,sample_size,same,different,missing,divergence_rate,duration_ms,avg_latency_r1_ms,avg_latency_r2_ms
1,50,50,0,0,0.00,7268,17.40,133.42
2,50,40,10,0,20.00,2460,13.10,37.08
3,50,35,15,0,30.00,2167,9.28,31.32
4,50,30,20,0,40.00,1362,9.74,15.40
5,50,29,21,0,42.00,1290,14.24,8.74
